@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {Cough,nonCough}

@DATA
0.037157,0.049092,3.221660,0.091514,0.137390,0.193163,0.012391,0.053408,-23.410417,1.802950,-0.657019,0.203826,-0.201894,-0.160664,0.034424,0.279065,0.221305,0.033254,-0.043772,0.155796,-0.095481,0.011463,0.010120,0.048841,0.018005,0.013262,0.005064,0.013795,0.003490,0.011148,0.023243,0.018029,0.008476,0.028355,-0.000179,-0.000086,0.000015,-0.000224,-0.000126,-0.000483,0.000036,-0.000133,-0.001570,0.010516,0.001666,-0.001249,0.004631,0.001422,0.000174,-0.003626,-0.003827,0.004579,0.002218,0.000073,0.007254,-0.000000,0.000000,0.000184,-0.000279,0.000010,0.000007,0.000018,0.000684,0.000296,-0.000002,-0.000487,-0.000013,0.000047,0.010238,0.018944,0.102788,0.018924,0.031186,0.128198,0.007570,0.021139,0.754085,0.493285,0.423856,0.506111,0.360355,0.276979,0.318779,0.299431,0.275788,0.316925,0.301283,0.331217,0.265505,0.013302,0.014941,0.042756,0.020054,0.018579,0.009079,0.019237,0.006466,0.015801,0.023392,0.022203,0.012484,0.011525,0.009778,0.017302,0.137083,0.025668,0.044541,0.144455,0.009284,0.023741,0.930972,0.525516,0.425362,0.476106,0.399091,0.289670,0.316161,0.303998,0.277323,0.312226,0.322228,0.316941,0.259375,0.016415,0.019904,0.044423,0.025908,0.023944,0.011355,0.020896,0.005187,0.015761,0.023211,0.024961,0.014785,0.014632,nonCough
0.035415,0.031542,3.075858,0.104908,0.152660,0.205065,0.007714,0.049913,-23.707420,2.310037,-0.280154,0.104389,0.011835,0.196604,-0.093340,-0.265962,-0.232737,-0.053638,0.062667,-0.108467,-0.100468,0.019853,0.005161,0.032994,0.022253,0.018804,0.027928,0.025538,0.005779,0.007483,0.012094,0.031525,0.006876,0.028293,-0.000040,0.000018,-0.000016,-0.000120,-0.000216,0.000012,0.000018,-0.000079,-0.002453,0.004881,0.006693,-0.000205,-0.003824,-0.002670,0.000461,0.004683,0.005539,0.003748,0.003328,0.000173,-0.001504,0.000024,-0.000009,0.000007,-0.000000,0.000024,-0.000132,-0.000044,-0.000023,-0.000081,0.000032,0.000157,0.000300,0.000044,0.009658,0.021419,0.274196,0.022379,0.028492,0.141871,0.003856,0.020168,1.188828,0.487414,0.324528,0.310476,0.248660,0.283387,0.269545,0.292150,0.396126,0.287136,0.355838,0.227874,0.196887,0.019990,0.007260,0.026468,0.020694,0.014383,0.035936,0.019412,0.006521,0.007864,0.011578,0.032087,0.008404,0.012433,0.011195,0.025197,0.399144,0.028733,0.037184,0.180743,0.005960,0.023079,1.400435,0.579052,0.337060,0.368498,0.285954,0.324607,0.286537,0.309291,0.335374,0.264949,0.291024,0.268305,0.239106,0.020475,0.008510,0.029150,0.019939,0.015398,0.032769,0.021635,0.008270,0.010235,0.014130,0.029709,0.010161,0.015353,nonCough
0.048016,0.039597,3.206031,0.101351,0.138640,0.255594,0.009995,0.067408,-23.554582,0.171209,-1.733271,-0.226861,0.018388,0.100291,-0.243521,-0.252805,0.085322,0.122306,-0.023201,-0.005750,-0.062894,0.008183,0.007418,0.006541,0.007833,0.006126,0.010878,0.007478,0.005529,0.011089,0.019978,0.018308,0.011065,0.015603,-0.000098,0.000066,0.000165,-0.000021,0.000091,-0.002096,0.000043,-0.000308,0.001689,0.002373,-0.001016,0.003586,0.002632,-0.000813,0.000250,-0.002458,-0.003501,-0.000463,-0.001075,-0.003063,0.002789,-0.000014,-0.000023,-0.000026,-0.000006,0.000008,0.000086,-0.000010,0.000001,0.000025,0.000079,0.000041,0.000006,0.000015,0.008860,0.019597,0.090769,0.016187,0.026818,0.118946,0.005822,0.016794,0.905630,0.448793,0.436186,0.362712,0.301203,0.328618,0.258318,0.284163,0.279545,0.268295,0.257956,0.234513,0.252207,0.011358,0.010488,0.011567,0.013617,0.007892,0.016150,0.009804,0.006744,0.016450,0.027657,0.022296,0.016622,0.010519,0.010213,0.016274,0.114466,0.020363,0.035084,0.125820,0.005386,0.018759,0.606868,0.483777,0.397241,0.393071,0.313747,0.330589,0.298415,0.304758,0.274087,0.307217,0.270224,0.273649,0.282146,0.014796,0.013399,0.015789,0.016633,0.010138,0.018892,0.012173,0.008311,0.022857,0.034946,0.029562,0.020734,0.014378,nonCough
0.031212,0.004265,3.125138,0.098842,0.156573,0.126020,0.006723,0.038378,-28.815381,2.549467,-0.559327,-0.154761,-0.585827,-0.203636,-0.194586,0.030429,-0.008032,0.017175,-0.017861,0.036004,-0.063987,0.013175,0.004376,0.034596,0.013443,0.013313,0.010342,0.018733,0.002295,0.004560,0.097459,0.005775,0.005777,0.029977,0.000052,-0.000004,-0.017330,0.000505,0.000473,0.001630,0.000092,0.000159,-0.028086,-0.005886,0.001425,0.000889,0.001932,0.000552,-0.000239,-0.002290,-0.002985,-0.000406,0.000807,0.001648,-0.000331,0.000022,-0.000180,-0.000000,0.000073,0.000098,0.000052,-0.000064,0.000026,0.000114,-0.000276,-0.000030,0.000013,-0.000075,0.014411,0.006435,0.177159,0.018256,0.020450,0.151430,0.004358,0.025969,0.895505,0.440882,0.366718,0.279572,0.187912,0.194499,0.179790,0.203842,0.200744,0.170531,0.181101,0.171313,0.177864,0.010449,0.004323,0.018876,0.010117,0.011975,0.011034,0.013251,0.002747,0.004586,0.032801,0.004797,0.006092,0.007669,0.015425,0.007175,0.216774,0.021106,0.025068,0.148242,0.005366,0.026706,0.849092,0.463939,0.343066,0.275817,0.212774,0.236720,0.225076,0.247301,0.227569,0.207595,0.206436,0.207736,0.221097,0.013157,0.005632,0.024093,0.012812,0.015229,0.014065,0.016910,0.003721,0.006097,0.034908,0.006459,0.007290,0.008899,nonCough
0.029850,0.098864,3.245817,0.163564,0.206106,0.242857,0.009059,0.021529,-22.589424,1.977401,0.516550,0.446352,0.252435,0.176038,0.089989,0.240690,0.111694,0.038456,-0.005055,0.099566,0.021097,0.018575,0.001832,0.047560,0.005372,0.012745,0.002869,0.081008,0.000367,0.001606,0.005109,0.143237,0.001823,0.060719,0.000002,-0.000101,0.000637,-0.000089,-0.000177,0.000456,0.000028,0.000108,0.000344,-0.002533,-0.001229,0.000165,0.000570,0.001621,-0.000027,-0.001916,-0.001758,-0.002734,-0.002425,-0.000759,0.000252,0.000093,-0.000034,0.000045,0.000091,-0.000395,0.000006,-0.000274,-0.000001,-0.000012,-0.000032,0.000631,-0.000002,0.000040,0.009096,0.008371,0.041219,0.019774,0.017218,0.073785,0.006716,0.008057,0.540191,0.255819,0.198072,0.204326,0.191784,0.186828,0.255781,0.251594,0.231482,0.271040,0.272652,0.274109,0.215585,0.037894,0.001495,0.049397,0.005103,0.014903,0.003001,0.108383,0.000374,0.001313,0.004140,0.099478,0.002136,0.017705,0.012559,0.011451,0.057911,0.025074,0.019837,0.076172,0.008829,0.008776,0.634143,0.269029,0.266702,0.226715,0.252501,0.228457,0.272757,0.288446,0.265855,0.305599,0.304773,0.285966,0.253063,0.054698,0.001944,0.071452,0.006297,0.019422,0.003612,0.163409,0.000473,0.001655,0.005446,0.115375,0.002344,0.026436,nonCough
0.069317,0.005767,3.214288,0.096738,0.109483,0.676421,0.003995,0.124515,-24.879222,0.765841,-0.471560,-0.160895,0.049131,0.087991,-0.132266,-0.298818,-0.177249,-0.083039,-0.027323,-0.005140,-0.038851,0.012330,0.005185,0.013577,0.010487,0.011971,0.013735,0.018823,0.009047,0.012660,0.010663,0.010485,0.006656,0.009254,-0.000077,0.000005,-0.000211,0.000089,0.000324,-0.000459,0.000013,-0.000095,0.003104,0.000759,-0.001578,-0.002625,-0.000789,-0.000015,-0.000919,-0.000644,-0.001027,-0.000577,-0.000828,0.000238,0.000781,-0.000036,-0.000015,0.000028,0.000016,-0.000009,0.000017,0.000043,0.000017,0.000005,-0.000007,-0.000024,-0.000059,0.000000,0.011147,0.006877,0.078875,0.012455,0.028051,0.151281,0.001745,0.022441,0.657348,0.254068,0.234150,0.216038,0.204947,0.176317,0.178189,0.179814,0.175862,0.155910,0.146189,0.143758,0.164144,0.008291,0.003661,0.008177,0.007630,0.008746,0.011607,0.011650,0.009995,0.009734,0.006278,0.008790,0.006438,0.004466,0.013305,0.006592,0.120174,0.015143,0.033659,0.166455,0.001970,0.024325,0.540130,0.274585,0.252454,0.253919,0.239250,0.241809,0.236780,0.217188,0.221387,0.203760,0.187997,0.210573,0.212385,0.010640,0.005047,0.010709,0.010485,0.009907,0.016291,0.015883,0.013517,0.013236,0.008069,0.011137,0.009565,0.005886,nonCough
0.059371,0.016997,2.851186,0.127552,0.163259,0.397516,0.011158,0.090875,-25.601007,2.471218,-0.057129,0.006947,-0.375120,0.259036,0.195812,0.290883,-0.105706,0.046169,-0.063779,-0.047745,-0.095406,0.021998,0.007874,0.048594,0.016627,0.023600,0.009469,0.018585,0.005643,0.006332,0.012745,0.022388,0.007108,0.022110,-0.000167,0.000190,0.002789,0.000067,0.000168,-0.000266,0.000030,-0.000112,0.002680,-0.001696,-0.003528,-0.006079,0.003967,-0.006750,-0.002277,0.003780,0.000758,-0.001494,0.000861,0.000135,-0.000927,-0.000062,0.000156,-0.000317,-0.000128,-0.000263,-0.000028,0.000060,-0.000006,-0.000008,0.000006,-0.000040,0.000000,-0.000051,0.063159,0.014733,0.413490,0.061947,0.031706,0.540779,0.005432,0.107563,2.248616,0.947259,0.926862,0.465570,0.540688,0.441306,0.406306,0.355082,0.286128,0.247393,0.243007,0.221155,0.195914,0.023196,0.010054,0.036723,0.018383,0.023048,0.013844,0.019584,0.011680,0.007727,0.014529,0.022886,0.009028,0.010888,0.075358,0.017460,0.573875,0.073820,0.040934,0.675044,0.006789,0.134700,2.546950,1.182669,0.884370,0.541563,0.563355,0.444272,0.428753,0.418792,0.337883,0.290519,0.328641,0.270476,0.236941,0.030195,0.013239,0.049234,0.025795,0.028096,0.018946,0.027584,0.015016,0.009904,0.017592,0.026777,0.011857,0.014695,nonCough
0.062672,0.026616,2.983577,0.124899,0.162449,0.337549,0.018460,0.091800,-26.206468,2.517703,-0.603466,-0.504651,-0.189647,0.223399,-0.210190,-0.295861,-0.177068,-0.254124,-0.186313,-0.349701,-0.256554,0.027773,0.008872,0.031417,0.023121,0.016814,0.014285,0.017603,0.009579,0.012854,0.010027,0.010481,0.009342,0.024456,-0.000073,0.000053,-0.000608,-0.000252,-0.000392,-0.000052,0.000071,-0.000237,-0.010771,0.009495,0.007774,-0.017931,0.000527,-0.004764,-0.002202,0.001900,-0.003208,0.002253,0.001084,0.003920,-0.000638,0.000762,-0.000002,-0.000266,-0.000058,-0.000026,0.000014,0.000025,-0.000003,-0.000397,0.000004,-0.000051,0.000233,0.000092,0.070393,0.031078,0.418156,0.073643,0.036762,0.541265,0.014922,0.125104,2.532079,0.975223,0.797832,0.607830,0.404445,0.364254,0.326933,0.303580,0.263750,0.275214,0.336556,0.371727,0.397355,0.035113,0.014312,0.034074,0.029669,0.022821,0.022378,0.023738,0.015571,0.019537,0.014741,0.012055,0.013823,0.014927,0.071932,0.026062,0.495468,0.080320,0.046756,0.589295,0.019479,0.138637,2.313963,1.068236,0.728721,0.637168,0.506509,0.423675,0.349982,0.356423,0.317343,0.334021,0.367871,0.359545,0.373815,0.036991,0.017048,0.040224,0.037522,0.029345,0.029778,0.026949,0.018553,0.025220,0.018097,0.014704,0.017821,0.017002,nonCough
0.045852,0.010608,2.916666,0.128876,0.171073,0.446173,0.008397,0.061454,-31.290431,2.208986,-0.052819,0.151115,-0.276397,0.122359,-0.088871,-0.060001,-0.011991,0.078190,-0.011257,-0.063258,0.018956,0.016725,0.005706,0.039634,0.015248,0.015315,0.014194,0.044285,0.002120,0.005617,0.019542,0.034176,0.005675,0.024205,-0.000127,-0.000008,0.005234,-0.000023,-0.000044,-0.000087,0.000044,-0.000067,-0.036794,-0.003354,0.000367,0.002942,0.005096,0.002016,-0.000495,-0.001334,-0.000761,-0.000967,-0.001975,-0.001156,0.001506,-0.000149,-0.000075,0.000600,-0.000039,-0.000062,-0.000009,0.001215,-0.000003,-0.000028,-0.000120,-0.000196,-0.000113,0.000326,0.031224,0.013145,0.436971,0.043310,0.034702,0.425681,0.005491,0.060798,3.290472,0.863582,0.576337,0.265906,0.373041,0.291151,0.282577,0.256263,0.252121,0.236461,0.183753,0.181111,0.180816,0.017678,0.007246,0.027070,0.016589,0.011625,0.012219,0.022894,0.002302,0.004590,0.016794,0.026963,0.007525,0.009158,0.029388,0.013467,0.573474,0.039784,0.036889,0.387174,0.007234,0.065247,2.255811,0.890480,0.558308,0.310331,0.375764,0.311343,0.324519,0.300723,0.289921,0.291360,0.245113,0.238031,0.216963,0.023498,0.009727,0.032556,0.020134,0.014800,0.015021,0.026793,0.002940,0.006100,0.019799,0.026846,0.010320,0.009683,nonCough
0.071465,0.013180,3.081955,0.129657,0.156342,0.637299,0.007095,0.104546,-27.587179,2.035730,-0.052079,-0.322938,0.081479,-0.201458,-0.034856,-0.182312,-0.056417,-0.056028,0.047330,-0.085158,-0.050957,0.022547,0.006401,0.019611,0.021694,0.025144,0.012709,0.014074,0.005237,0.012858,0.015320,0.016423,0.006310,0.015891,-0.000100,0.000009,-0.000627,-0.000199,-0.000145,-0.001086,0.000030,-0.000071,0.022506,0.001748,-0.001414,-0.003281,-0.002898,-0.001003,0.000846,-0.001274,0.001094,-0.000133,0.001826,0.000281,0.000543,-0.000056,0.000028,-0.000184,0.000113,-0.000108,0.000041,-0.000003,0.000011,0.000035,-0.000086,0.000018,0.000047,-0.000023,0.038464,0.015932,0.291301,0.035952,0.023038,0.397690,0.005554,0.070007,1.591413,0.690790,0.538220,0.297769,0.314969,0.233591,0.213530,0.182511,0.193752,0.162721,0.160399,0.175281,0.161625,0.024466,0.005922,0.017470,0.025346,0.024822,0.012972,0.010545,0.007975,0.009610,0.011648,0.013791,0.006357,0.010117,0.035714,0.013327,0.405828,0.036586,0.027964,0.386710,0.006151,0.071663,1.168805,0.757271,0.480176,0.325378,0.331064,0.274616,0.246573,0.241921,0.240280,0.210217,0.200593,0.214310,0.183552,0.027466,0.007994,0.021468,0.032297,0.031581,0.017346,0.014196,0.010597,0.013174,0.015071,0.016115,0.007664,0.009384,nonCough
0.140333,0.004723,3.128935,0.180052,0.166600,0.789391,0.002874,0.109087,-32.156982,1.358615,0.142556,0.055553,-0.003118,0.180066,0.009811,0.046814,-0.020659,0.135076,0.043172,0.146011,0.115047,0.007259,0.003012,0.043282,0.009422,0.033943,0.005751,0.030028,0.002268,0.010725,0.011590,0.013277,0.002461,0.018771,0.000158,-0.000033,-0.000416,0.000092,-0.000057,0.002005,0.000017,0.000342,-0.018897,-0.000680,-0.004000,-0.001290,-0.001878,-0.003245,-0.001147,-0.002846,-0.001191,-0.002476,0.000081,-0.000539,-0.001038,0.000042,-0.000005,-0.000277,-0.000001,-0.000016,0.000004,-0.000151,0.000021,-0.000005,0.000100,-0.000190,0.000037,-0.000081,0.069980,0.007589,0.247502,0.055618,0.031976,0.371678,0.001768,0.077831,4.332832,0.506547,0.341878,0.273766,0.228610,0.261068,0.240638,0.209223,0.189621,0.182372,0.171658,0.162028,0.172243,0.007555,0.002586,0.025771,0.007417,0.019203,0.005693,0.027770,0.002180,0.008635,0.008868,0.012091,0.002018,0.010399,0.039098,0.006519,0.311266,0.036385,0.027388,0.253439,0.001688,0.054486,2.378385,0.414514,0.354930,0.300389,0.261607,0.263016,0.256361,0.268614,0.244589,0.219749,0.217568,0.211196,0.210175,0.008796,0.003232,0.020277,0.008650,0.013516,0.006408,0.026530,0.002755,0.009049,0.012021,0.012617,0.002597,0.007446,nonCough
0.094946,0.001556,3.043623,0.168479,0.175505,0.804868,0.008025,0.151162,-30.282998,1.315172,0.188148,0.160155,-0.177297,-0.031798,-0.122656,-0.140555,-0.158097,-0.132083,-0.149157,-0.107153,-0.027752,0.015519,0.005244,0.026401,0.024530,0.024695,0.012565,0.029749,0.002446,0.006524,0.013212,0.022966,0.005055,0.021864,0.000594,0.000007,0.004739,0.000663,0.000149,0.008634,0.000007,0.001416,0.019847,-0.016522,0.001495,0.001243,-0.001150,0.002667,0.002245,0.001252,-0.002453,0.001379,0.003351,0.001204,0.002224,-0.000268,-0.000152,-0.000342,-0.000002,-0.000001,0.000044,-0.000033,0.000012,-0.000009,-0.000012,0.000000,-0.000020,-0.000098,0.041930,0.002257,0.236756,0.041761,0.020448,0.468158,0.004480,0.097874,1.683759,0.699708,0.545292,0.366361,0.329544,0.328524,0.268742,0.269429,0.266724,0.263597,0.269228,0.266078,0.238567,0.017787,0.007028,0.026734,0.031363,0.026629,0.016064,0.025999,0.004161,0.008269,0.012630,0.018088,0.007466,0.011814,0.039266,0.002819,0.346711,0.043669,0.027270,0.449857,0.005532,0.100297,1.325501,0.621549,0.569052,0.435705,0.411029,0.368080,0.333619,0.334326,0.307613,0.275928,0.302280,0.300659,0.281189,0.021499,0.009654,0.031428,0.038876,0.030385,0.019854,0.033977,0.005878,0.010928,0.015492,0.020889,0.009432,0.013468,nonCough
0.036528,0.069148,3.075778,0.091290,0.139859,0.245749,0.020161,0.055563,-25.442247,2.162723,0.617555,0.104605,-0.356864,0.264366,-0.174304,0.147848,0.009909,-0.062880,-0.160137,-0.078817,-0.063383,0.023913,0.007839,0.053539,0.015240,0.019663,0.007402,0.081760,0.001775,0.004016,0.011715,0.021722,0.004674,0.033475,0.000196,-0.000918,0.000527,0.000575,0.000118,0.002970,0.000061,0.000296,-0.020044,-0.007595,-0.003547,-0.000748,-0.002845,-0.001141,0.002242,-0.000998,-0.000883,-0.001260,0.000484,0.000147,-0.001332,0.000036,0.000004,0.000014,-0.000094,0.000017,-0.000011,-0.000187,0.000004,-0.000001,-0.000213,-0.000068,0.000004,-0.000038,0.025949,0.044995,0.249057,0.035271,0.042720,0.252391,0.037889,0.037678,4.131450,0.983878,0.583135,0.413191,0.585920,0.316292,0.283452,0.277913,0.272523,0.184020,0.256385,0.216687,0.214292,0.024236,0.009335,0.038132,0.015314,0.019318,0.007692,0.056302,0.002371,0.004787,0.012488,0.019324,0.005810,0.014616,0.016494,0.035052,0.311918,0.034641,0.055163,0.216662,0.050542,0.025182,2.087769,0.732012,0.479601,0.357808,0.444043,0.309454,0.280072,0.311557,0.275727,0.244145,0.264742,0.229469,0.246951,0.031090,0.011106,0.044664,0.019920,0.024402,0.010704,0.046809,0.002907,0.007182,0.014847,0.021032,0.008083,0.013509,nonCough
0.077877,0.008521,3.026443,0.143951,0.167641,0.542383,0.006032,0.088848,-26.332701,2.025474,-0.744373,-0.401648,-0.375326,-0.192646,-0.230043,-0.009392,-0.188521,-0.077351,-0.138127,-0.149675,-0.115378,0.017784,0.010609,0.025988,0.020640,0.018304,0.012102,0.018329,0.004819,0.011972,0.010842,0.011805,0.010096,0.013400,-0.000057,0.000084,0.002629,0.000104,0.000165,-0.000002,0.000036,0.000064,0.015038,-0.005123,-0.000535,-0.001518,-0.002939,-0.001483,-0.000860,0.000807,-0.001183,0.000343,0.000834,0.000221,-0.000114,-0.000003,0.000055,-0.000128,-0.000016,-0.000094,0.000087,-0.000122,0.000007,0.000023,-0.000001,-0.000007,0.000063,-0.000028,0.030822,0.013710,0.243124,0.026678,0.018805,0.345487,0.003625,0.065131,1.180191,0.492435,0.395652,0.298222,0.294255,0.230495,0.264187,0.203058,0.193223,0.180139,0.170208,0.169926,0.168210,0.015084,0.010333,0.018173,0.017351,0.014872,0.009804,0.011627,0.008127,0.010665,0.009968,0.009161,0.009951,0.006451,0.037475,0.014470,0.360753,0.033151,0.021871,0.440377,0.004092,0.085541,1.125304,0.552553,0.384111,0.362539,0.368294,0.299877,0.291447,0.255504,0.248674,0.221689,0.219349,0.204659,0.218445,0.019819,0.014737,0.023956,0.023285,0.020125,0.013503,0.015126,0.010072,0.014855,0.011998,0.011776,0.013900,0.008575,nonCough
0.081884,0.009291,2.994933,0.151948,0.174674,0.603146,0.008484,0.128713,-27.448540,1.796701,-0.337459,-0.167079,-0.349100,-0.003967,0.064901,0.150634,-0.121750,-0.083153,-0.081875,-0.047765,0.001945,0.011350,0.009519,0.025799,0.020388,0.023463,0.015038,0.016500,0.004696,0.009785,0.012995,0.008319,0.006243,0.018420,-0.000967,0.000017,-0.002742,-0.000852,-0.000273,-0.010386,0.000018,-0.002550,0.040930,0.007112,-0.003738,-0.003729,-0.002420,0.002664,-0.001955,-0.001681,0.000088,0.000025,-0.000472,-0.000334,0.000277,-0.000011,0.000038,-0.000053,0.000022,-0.000019,0.000760,0.000039,0.000002,-0.000011,-0.000018,-0.000011,0.000004,0.000182,0.061044,0.011881,0.332541,0.064044,0.037039,0.595513,0.006029,0.119095,2.706600,0.985371,0.853994,0.493758,0.397210,0.341684,0.338053,0.329005,0.274170,0.238004,0.246035,0.222643,0.234232,0.013407,0.014411,0.026407,0.025849,0.024339,0.019527,0.017822,0.008470,0.012304,0.013679,0.007658,0.008478,0.010969,0.046817,0.011022,0.465017,0.049681,0.036481,0.470056,0.006625,0.094794,2.082454,0.846617,0.677865,0.474637,0.412890,0.365601,0.343074,0.341798,0.293386,0.259418,0.269681,0.251516,0.275621,0.014086,0.019228,0.028101,0.031966,0.026422,0.024200,0.022097,0.010456,0.013429,0.015676,0.009762,0.008841,0.011933,nonCough
